12/08/2018
1827,79.2960007080804,4,38.8291929568895
4221,43.57256440066384,45,38.2207349074462
11339,45.72544220092991,51,38.85111449782691
22,32.25470876576905,15,38.61105204345192
21490,91.62494615384749,18,38.547721506878624
19720,86.25097659080265,70,38.80131485194189
13646,10.03572563544929,100,38.01914126626879
5289,48.651395585180445,60,38.51802943855153
8378,22.215090406165725,60,38.50975042912535
24813,89.02642578278503,62,38.20796545792743
54682,8.073591077981272,3,38.49117051218576
2026,84.98385155042939,55,38.689500320545406
829,25.42305549294373,27,38.675884073559644
8622,99.15455005735886,71,38.65158792891286
14297,58.79997440179938,83,38.12619871415528
