22/08/2018
1827,82.58831646595267,6,38.679901126720466
4221,50.91750305918961,48,38.71176847205252
11339,50.96998586487452,53,38.51777483989894
22,32.75682399987649,16,38.438106466376325
21490,94.56434356830655,21,38.143691526256575
19720,87.48976184607075,72,38.33058612996836
13646,18.865882765007257,103,38.61425614257737
5289,52.39764214622693,62,38.82053110296006
8378,26.647848478325834,63,38.99173132845467
24813,89.58917115738791,64,38.499106300519784
109364,14.27873109792955,5,38.73377414607101
2026,88.43615201495899,55,38.71693326904447
829,33.30911689285459,28,38.90094134094035
8622,106.6401884753993,71,38.403325955433864
14297,67.353052497836,85,38.78135193774384
