05/08/2018
1827,71.9521734486211,1,38.983642781858535
4221,38.862113243147945,42,38.495473643686864
11339,38.38188422719767,48,38.79317677841231
22,23.462122650512896,12,38.19118083400013
21490,89.09121207322669,16,38.062248281236904
19720,83.49520792810897,70,38.17956382647192
13646,5.675478297445968,97,38.82910858890707
5289,46.5912700613886,60,38.31381413373442
8378,19.72099332258542,60,38.2610149193176
24813,85.02251864172747,59,38.26093362404534
27341,2.6431731722133534,3,38.08817718615281
2026,75.32138891962435,54,38.48676451076521
829,19.20211945277138,24,38.874164898969205
8622,96.14375045323216,68,38.93429089358013
14297,56.639232942301135,82,38.15646631625093
